mean,std,min,max,median,var,ptp,energy,zero_crossings,fft_mean,fft_std,fft_max,dominant_freq,num_peaks,rr_mean_ms,rr_std_ms,rmssd_ms,sdnn_ms,pnn50,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,label,strat_fold
0.0007546131209746929,0.07671867009322769,-0.1306116614968996,0.3948906776872228,-0.026077868851673437,0.00588575434087351,0.5255023391841224,29.431618909179285,113,18.78392636708196,68.1554467418475,1268.9361229426072,3.2,10,939.7777777777778,17.704362299852665,23.29162939770423,17.704362299852665,0.0,-1.0272357250915025,-0.6847833691761114,12.463841567718076,41,0.6814543062724758,0.0003876519189904927,0.4536907381476295,79.0,0.0006422390481341264,139,1.2385070405521093,28.0,0.27586206896551724,-0.002799999999999969,0.07640000000000002,0.9997641429096351,56.0,1.3586029821200265,0.3673469387755102,0.6326530612244898,0.08053399136400147,0.24606730686643005,0,3
-0.002496566331689789,0.1815026215911848,-0.3610402844182269,1.311902350866517,-0.03726751048036518,0.03294320164447282,1.6729426352847439,164.74717243960674,46,20.234926205661026,67.73882612472526,1600.6498691856168,0.8,8,1256.857142857143,84.81239801551928,55.53377350765928,84.81239801551928,0.5,-1.0535954080431407,-0.5927824131698728,24.52495001977227,103,0.7331304124297764,-0.0024233568702247544,0.14942988597719545,305.0,0.006243496357960458,131,0.7916823126635534,40.0,0.03773584905660377,0.005400000000000071,-0.1058,0.9997755273492632,90.0,1.2098073914141518,0.22448979591836735,0.7142857142857143,0.046019423636572264,0.264637606600687,0,2
0.0019413598905782784,0.10183051815742901,-0.16337746960242025,0.6578919181688501,-0.013345828748205096,0.01036945442821048,0.8212693877712703,51.86611653217612,96,19.8390221563922,67.85583246673481,831.2382719950854,3.2,10,940.2222222222222,19.55618685849684,15.47578754054216,19.55618685849684,0.0,-0.8168825281061403,-0.4136697822688914,13.416748108592515,44,0.6540863524686505,-0.000683255447252285,0.3282656531306261,169.0,0.0017236426314277506,61,1.1217426407353484,40.0,0.08333333333333333,-0.030000000000000027,0.14529999999999998,0.9997567882174055,71.0,1.2722718277013783,0.2653061224489796,0.673469387755102,0.06826214506091553,0.24700184375132156,0,5
0.0006218458889358782,0.2722902880296002,-0.7247935932431964,1.5443422454123878,-0.06619867930477835,0.07414200095524263,2.2691358386555844,370.71193823776105,73,20.49612222162371,67.6602530770815,962.4570560704266,1.2000000000000002,13,799.8333333333334,42.22414934464385,36.01009959340952,42.22414934464385,0.18181818181818182,-0.1640536655440744,-0.5806878632129712,11.242737493406388,21,0.5155257787498847,-0.0029223036157503654,0.2500500100020004,139.0,0.004074241738343141,116,1.1455148269050146,20.0,0.1509433962264151,-0.06020000000000003,0.27780000000000005,0.9997235969297926,96.0,1.2432387206957047,0.2857142857142857,0.6530612244897959,0.07056311624274414,0.2557435915161225,0,3
-3.379021429547855e-05,0.19019677625114634,-0.23135492239661573,1.2228172853987498,-0.05004255354361542,0.03617481369632862,1.4541722077953656,180.87407419053602,70,20.777297830898345,67.5744382184368,1120.8407624380065,1.1,11,905.2,51.27009091295063,57.66955676765496,51.27009091295063,0.5555555555555556,-0.45161291518768887,-0.06937016324350798,10.450438912477523,44,0.47142136284279823,0.0025491887274008357,0.20564112822564512,122.0,0.006262618468937671,131,0.9839964014460222,29.0,0.22580645161290322,-0.035599999999999965,-0.042800000000000005,0.9997776664944217,121.0,1.260473606054614,0.3469387755102041,0.6326530612244898,0.08897088569737305,0.27724274218985234,0,4
0.0007395435542857125,0.1676592751314433,-0.40974567930458383,1.120658309000885,-0.027926383205871066,0.028109632537601004,1.5304039883054688,140.55089731134842,91,22.478530827815735,67.0277289918694,682.7162034416028,6.7,14,713.2307692307693,47.254900709086684,56.11298126696412,47.254900709086684,0.16666666666666666,0.29005916764269224,-0.1662982092617915,6.864836928219771,16,0.28521877692448205,-0.013556311836408111,0.1884376875375075,90.0,0.03418301668316224,74,0.6026829487912607,9.0,0.6363636363636364,-0.007000000000000006,-0.0018000000000000238,0.999773894644601,65.0,1.2610348449006121,0.2857142857142857,0.32653061224489793,0.15263108839463135,0.3698412461538001,0,4
-7.770669353830371e-05,0.1060221884121746,-0.3129987817260889,0.7929784827641597,-0.016300169986872733,0.011240704435706652,1.1059772644902486,56.20355237018437,77,19.08332638200936,68.0722223442176,969.2310045221265,3.1,10,967.7777777777778,18.50525450904268,31.709619991415853,18.50525450904268,0.0,0.17798365882019174,-0.34354239048854596,7.710408034502861,18,0.2186605984621416,-0.013717141525271434,0.1300260052010402,81.0,0.030982263929980273,152,0.6066778286532012,10.0,0.5833333333333334,-0.14639999999999997,-0.13739999999999997,0.9997915771374135,81.0,1.256060197677058,0.3469387755102041,0.42857142857142855,0.1357572997278882,0.33165805332640724,0,7
0.00025704174952879424,0.08510748089272559,-0.16352076868791454,0.42957324322264323,-0.02363970902928008,0.00724328330390565,0.5930940119105578,36.21674687183325,78,18.32186314713593,68.28111112175071,1240.3126549050762,1.2000000000000002,12,814.1818181818181,14.545227270951678,17.435595774162696,14.545227270951678,0.0,0.1662483471163433,-0.1821550442912202,10.191946851562053,18,0.7052912516039613,-0.0009892589729304224,0.357871574314863,162.0,0.0005482026783616572,23,1.1259430138592246,17.0,0.1590909090909091,-0.05460000000000004,0.017400000000000082,0.9997738654294651,76.0,1.2793541936015864,0.24489795918367346,0.6122448979591837,0.07746602978822999,0.2758198527186684,1,9
0.001098876154195757,0.10158965049355224,-0.1692962515521911,0.5166687844246279,-0.027289298741023444,0.010320457087402101,0.685965035976819,51.6083230810218,82,18.32851403440867,68.27932624606188,992.3436890996708,1.0,10,986.0,34.698703145794944,23.926972228010797,34.698703145794944,0.0,-1.001956825746837,-0.6643749792148484,13.628917539505181,64,0.7817942057498026,0.00021502491872266134,0.27725545109021804,118.0,0.000859625057155921,133,1.4803734173678649,36.0,0.24324324324324326,-0.010600000000000054,-0.08599999999999997,0.9997509877917194,69.0,1.279163526817959,0.3673469387755102,0.6326530612244898,0.059825250727543945,0.21503195618386192,0,10
0.008794876426525974,0.14393479229309117,-0.24641131781650052,1.2312673694562049,-0.03435527982514246,0.020717224432455297,1.4776786872727055,103.9728714190658,65,23.128586747169656,66.80620948292393,761.7090253919282,5.0,10,953.3333333333334,62.25752966509353,49.84475900232641,62.25752966509353,0.375,-0.7463628455252627,-0.23309885685524578,9.508644395471485,17,0.4377100174783593,-0.005414022410339677,0.16923384676935388,226.0,0.004036908881199539,116,0.8310251779466046,16.0,0.04861111111111111,-0.23260000000000003,-0.3328,0.9991412629141685,102.0,1.2575016502180056,0.22448979591836735,0.6938775510204082,0.08897088569737305,0.3021925346914547,0,9
-0.001264638027359624,0.16832974740033063,-0.31364972237777916,0.9729309386167135,-0.034833516853165776,0.028334903859859116,1.2865806609944928,141.68251584599682,61,19.268399395133994,68.02006774606414,874.2588670340325,0.7000000000000001,11,889.8,92.18074033597739,109.86860839708088,92.18074033597739,0.7777777777777778,0.4371286466292563,-0.7092391371665626,13.61146478240286,58,0.7970256627038798,-0.0013815193896291442,0.20264052810562114,262.0,0.0048828125,132,1.2722716724679233,40.0,0.05228758169934641,-0.0534,-0.13880000000000003,0.9997506492045841,94.0,1.2226786285997822,0.2857142857142857,0.6938775510204082,0.058291269939658205,0.23196160580828004,0,5
-0.00674346418194121,0.11669817891832143,-0.417852070104777,0.7796180366384331,-0.034418653124683965,0.013618464962852562,1.19747010674321,68.31969636012845,42,18.62989113380597,68.1977122498607,996.6049580861953,0.8,7,1268.6666666666667,57.822717565561256,92.27350649021635,57.822717565561256,0.8,-0.44441470607196165,0.06859687853152563,18.438911822827244,94,0.4473515703810983,0.0009191967421248462,0.15583116623324664,204.0,0.005745475438092503,152,1.195024723788902,40.0,0.09523809523809523,-0.007600000000000051,-0.97,0.9997883915977714,90.0,1.2119597063950125,0.32653061224489793,0.7142857142857143,0.042951462060800784,0.20601800922335575,0,8
0.004204708467885777,0.13543435387168162,-0.19710845551173858,0.7990187829070853,-0.031216466009296364,0.018342464208639886,0.9961272384188239,91.80071890969899,85,17.99575682633137,68.36778148097216,1130.2743970151628,2.6,13,752.8333333333334,34.0850095905499,37.76000770415946,34.0850095905499,0.09090909090909091,-0.7508454589115725,-0.38312944290815076,11.859814514101817,49,0.626639161643921,0.0019877981432434577,0.3256651330266053,107.0,0.011270759155913574,138,1.3601493602420731,23.0,0.32,-0.09560000000000002,0.012299999999999978,0.9997779360796537,87.0,1.2703404856799667,0.40816326530612246,0.42857142857142855,0.08206797215188721,0.2421724600092393,0,2
0.00018673874073328793,0.12266261651639165,-0.17048424420532893,0.8292592521576756,-0.03612368072161131,0.015046117490647359,0.9997434963630045,75.23076181002324,66,21.781680853088183,67.25740985184949,737.745476137673,8.0,12,807.8181818181819,67.50084174559335,73.0917231976371,67.50084174559335,0.7,-0.5762926415601599,-0.16881579759418852,8.231653094134867,45,0.4309138593321013,-0.004571301470787679,0.20924184836967394,72.0,0.007696930473372783,132,0.8290252203097981,22.0,0.25,-0.01759999999999995,-0.00880000000000003,0.9997903450982929,85.0,1.2771010100240787,0.40816326530612246,0.4489795918367347,0.10507768397017334,0.33040120401743506,0,7
0.0009844138894107995,0.16610049144261618,-0.4363880079736039,1.0366046930486417,-0.029178353018001868,0.027589373257478608,1.4729927010222457,137.95171164092136,65,19.144413417759125,68.05506774006386,1079.582046899049,1.0,10,979.1111111111111,114.65649179663187,119.5637905053198,114.65649179663187,0.5,0.027242158303599107,-0.41611757579305686,12.364559015892338,21,0.48540987731845303,-0.001693400243930057,0.1858371674334867,254.0,0.0033670033670033673,32,1.21919212397449,20.0,0.053691275167785234,-0.16279999999999994,-0.44320000000000004,0.9997814891082631,85.0,1.2442899436870698,0.2653061224489796,0.6938775510204082,0.07593204900034424,0.23722767509479825,0,3
0.0006073193079536781,0.17524253785003335,-0.4493686437290009,0.9238582230449678,-0.036316191323675806,0.030709947072120377,1.3732268667739687,153.55157954431095,90,20.057147735843493,67.79167813593396,763.8473790810575,4.0,14,730.3076923076923,33.91013765671612,13.279056191361393,33.91013765671612,0.0,-0.21686573642826157,-0.6086340690677698,8.80951786193254,20,0.5147063569040478,-0.006969349670069846,0.28905781156231247,82.0,0.02936861018917371,134,0.8870067192626256,13.0,0.5714285714285714,0.06620000000000004,-0.07479999999999998,0.9997914846208908,60.0,1.2546281111267206,0.3877551020408163,0.40816326530612246,0.10737865515200196,0.2963223354563662,0,6
0.0007073503936550299,0.2089026031567877,-0.23791311861235157,1.430210179976705,-0.0647648692758459,0.043640297605682325,1.6681232985890566,218.20398975130865,41,20.666009426347983,67.60855611278265,1091.8585286903976,0.9,9,1059.5,84.00510188588038,113.79932211698677,84.00510188588038,0.8571428571428571,-0.3437054248683573,0.05551326669239243,9.583799469118961,67,0.3891991236937373,-0.0007015323686800973,0.15343068613722743,106.0,0.012498985471958445,120,0.9411929218519604,40.0,0.15555555555555556,-0.06540000000000001,0.0043999999999999595,0.9997913802557707,66.0,1.2610209220673212,0.20408163265306123,0.6530612244897959,0.09664078963680175,0.2923203266514197,0,7
0.0010621444861423648,0.1516776344945827,-0.18690044037232223,1.0393741502680542,-0.045057912119934845,0.02300610480587223,1.2262745906403765,115.03616478390836,52,21.45115347599397,67.3635570252421,901.383583668152,3.5,11,832.0,62.03941399536982,52.8309673497572,62.03941399536982,0.5555555555555556,-0.4307068222208629,-0.0265101319391719,8.659479146578276,52,0.3911214863426751,-0.006887315293904644,0.1882376475295059,66.0,0.008837216469428009,117,0.8001459514400706,22.0,0.2916666666666667,0.015200000000000102,-0.0043999999999999595,0.9997850295496029,140.0,1.24171121446688,0.3469387755102041,0.42857142857142855,0.10584467436411621,0.31989978787090345,0,6
